scenario_id,customer_line,technique_tag,elite_dialogue,fail_signals,mode,domain,difficulty,weight_class,is_active
"062","You've given a great demo and the customer loves the car. How do you transition to the write-up without sounding pushy?","ASSUMPTIVE TRANSITION","Use an assumptive transition tied to what they already told you. Something like: 'Based on everything you've said, this checks every box. Let's head inside and I'll put the exact numbers together so you can see what it looks like -- no commitment, just information.' The write-up has to feel like the logical next step, not a pressure move. You're not asking for permission -- you're guiding them to the next phase naturally.","says ""so, you wanna buy it?"" | asks ""what do you think?"" (gives them an exit) | waits for the customer to bring up next steps","quiz","closing_technique","2","hybrid","true"
"063","Your customer has been on the lot for an hour, loves the car, but won't commit. Name three different closing approaches you'd try.","THREE CLOSING APPROACHES","Three approaches, each attacking a different reason. One -- Isolation: 'Other than the numbers, anything else holding you back?' Surfaces the hidden objection. Two -- Summary: recap what THEY said they loved, tie the ask to their own words. Three -- Urgency with substance: incentive expiring, another buyer asking, or trade value dropping. Each moves forward without dropping price.","can only name one approach | uses ""if I could, would you"" | suggests dropping the price as a closing technique","quiz","closing_technique","2","hybrid","true"
"064","What's the difference between an assumptive close and a trial close? Give an example of each.","TRIAL CLOSE vs ASSUMPTIVE CLOSE","Trial close tests the water: 'How does that payment look so far?' If they flinch, adjust. If they nod, move forward. Assumptive close skips past the decision: 'Should we put plates on tonight or are you picking it up tomorrow?' Trial comes first to read the temperature. Assumptive comes after you know they're ready.","can't distinguish the two | gives examples that are both the same type | confuses closing with negotiating","quiz","closing_technique","2","hybrid","true"
"065","Your customer agreed to buy but is now having second thoughts in the finance office. What do you do?","RE-ANCHOR TO THEIR REASONS","Don't let finance handle it alone -- get back in there. Buyer's remorse is emotional, not logical. Counter it with their own reasons: 'Remember when you said this was exactly what you needed? And how it felt on the test drive? Everything you wanted is right here. Let's get you home in it tonight.' No extra pressure, no discount -- just their own excitement reflected back.","stays out of finance and lets the deal die | applies more pressure | offers a bigger discount to save it","quiz","closing_technique","3","hybrid","true"
"066","A customer on the phone asks for your best price. What do you say to get them on the lot instead?","DEFLECT PRICE THEN PIVOT TO APPOINTMENT. Don't quote over the phone. Explain best deal depends on trade, financing, and vehicle choice. Lock a specific appointment time.","Our pricing is competitive and market-based. But the best deal depends on your trade, your financing, and which vehicle you love. When's a good time to stop by -- I'll have everything ready.","quotes a price over the phone | says ""I can't give prices over the phone"" without offering a reason | doesn't ask for the appointment","quiz","closing_technique","1","hybrid","false"
"067","You missed a sale yesterday. Walk me through your follow-up plan for the next 72 hours.","STRUCTURED 3-DAY PLAN","Day 1 -- within two hours: thank-you text. No price talk. 'Thanks for coming in, I'm here when you're ready.' Day 2 -- call with NEW info: different vehicle, financing update, or incentive they missed. Add value, not 'just checking in.' Day 3 -- urgency: someone else asking about the car, incentive expiring, or you found a way to hit their number. Every contact gives them something new.","says ""I'd call them back"" with no structure | waits more than 24 hours for first contact | leads every contact with price","quiz","closing_technique","2","hybrid","true"
"068","A customer says 'I found it cheaper online.' How do you respond without dropping your price?","VERIFY THEN VALUE-BUILD. Ask to see the listing -- often different trim, higher miles, or out of state. If comparable, differentiate on what's behind your price. Don't match sight unseen.","I'd love to see that listing -- can you pull it up? Often it's a different trim or higher miles. If it is the same, let me show you what's included in our price that theirs isn't.","matches the online price sight unseen | gets defensive | says ""the internet isn't real pricing""","quiz","closing_technique","2","hybrid","false"
"069","Your prospect wants to negotiate via text. How do you move them from texting to an appointment?","ENGAGE then BRIDGE","Answer their questions helpfully -- build rapport over 2-3 exchanges. But don't negotiate numbers in text. Then bridge: 'I want to make sure I get you the best deal possible, and I can do a lot more for you in person than over text. I've got availability at [specific time] -- I'll have the car pulled up and ready. Does that work?' The key: give a specific time slot, not a generic invitation. You're making it easy for them to say yes.","negotiates full deal via text | ignores texts because ""I don't sell over text"" | sends a generic ""come in and see us"" without a specific appointment","quiz","closing_technique","2","hybrid","true"
"070","A service customer mentions their lease is up in 60 days. What do you say?","LOW-PRESSURE SEED PLANT","Low pressure only -- you're in the service lane, not the showroom. 'Oh nice -- have you started thinking about what's next? We're running some really strong numbers on lease returns right now. Let me grab your info and I'll text you a quick comparison -- what it costs to buy out your current lease versus getting into something new. Zero obligation.' Get their number, follow up properly. Never hard-sell in the service lane -- plant the seed and water it later.","launches into a full sales pitch in the service lane | ignores the opportunity completely | asks ""want to look at some cars?"" without any finesse","quiz","closing_technique","1","hybrid","true"
"071","What's the difference between APR and the money factor on a lease? Explain it simply.","APR vs MONEY FACTOR","APR is the annual interest rate on a purchase loan -- simple, you see it as a percentage. Money factor is the lease equivalent, but it's expressed as a tiny decimal like .00125. To convert money factor to APR, multiply by 2,400. So .00125 x 2,400 = 3% APR equivalent. They both represent the cost of borrowing -- just displayed differently. Know the 2,400 conversion cold so you can compare lease vs finance on the spot without fumbling.","uses the terms interchangeably | can't do the 2,400 conversion | confuses money factor with residual value","quiz","financing","2","hybrid","true"
"072","A customer asks why they should finance through you instead of their credit union at 1.9%. What's your pitch?","POSITION AS ALLY","Don't compete with their bank -- offer to beat it. 'Your 1.9% is solid. Here's what I can do: we submit to 30+ lenders in a single pull, and our volume gets us rates most retail branches can't touch. Let me run it -- if I beat 1.9%, you save money. If I match it, you save yourself a trip to the credit union. You win either way.' You're not trashing their bank -- you're positioning yourself as a better option with zero risk to them.","says ""our rates are better"" without proof | tells them to just use their bank | can't explain the multi-lender volume advantage","quiz","financing","2","hybrid","true"
"073","Explain gap insurance to a first-time buyer in two sentences.","GAP INSURANCE EXPLAINED","'If your car gets totaled or stolen, your insurance pays what the car is worth -- not what you owe. If there's a gap between those two numbers, you'd have to pay the difference out of pocket for a car you don't even have anymore. Gap insurance covers that difference.' Then add: 'It's most important when you're putting little or nothing down, because that's when the gap is biggest.' Four sentences, but a first-time buyer needs the example to understand it.","can't explain it concisely | uses jargon without defining it | doesn't mention when it's most important to have","quiz","financing","1","hybrid","true"
"074","A customer wants the lowest monthly payment possible. How do you present the tradeoff between term length and total cost?","KNOWLEDGE_CHECK. Must show both scenarios side by side: shorter term (higher monthly, less interest, builds equity) vs longer term (lower monthly, more total cost, likely upside down at trade-in).","Here are both side by side: shorter term costs more monthly but you pay thousands less total and build equity. Longer term feels easier but you'll likely be upside down when you trade.","only presents one option | pushes a longer term without showing total cost | can't calculate the interest difference between terms","quiz","financing","2","fact_heavy","false"
"075","What's negative equity and how does it affect the deal? Explain it without scaring the customer.","KNOWLEDGE_CHECK. Must explain negative equity clearly without alarming the customer. Normalize it (common in years 2-4). Present three resolution paths: roll in, down payment offset, adjust vehicle.","Negative equity means you owe more than the car is worth right now -- very common in years 2-4. We can roll it in, offset with down payment, or adjust the vehicle. Trading now stops it from growing.","makes it sound catastrophic | says ""you're upside down"" without explaining options | can't describe how to resolve it","quiz","financing","2","fact_heavy","false"
"076","A woman asks you a question and you catch yourself answering her husband instead. What's wrong with that and how do you fix it?","RECOGNIZE THE BIAS","You just made her invisible -- and that's a deal killer. Women influence over 80% of car purchases and are nearly half of all buyers. Fix it immediately: redirect your eye contact and your next answer directly to her. Use her name. Ask HER the follow-up question. Going forward, present to whoever asked the question. The person you ignore is usually the one who kills the deal on the drive home.","doesn't recognize the problem | says ""I treat everyone the same"" without self-awareness | can't explain why it matters to the outcome","quiz","product_knowledge","1","fact_heavy","true"
"077","A young couple walks in wearing casual clothes and looking at your most expensive model. What's the trap most salespeople fall into?","PRE-QUALIFYING ON APPEARANCE","The trap is pre-qualifying on appearance -- assuming they can't afford it because of how they look. You cannot tell who's buying by looking at them. Treat every person like they came to buy the car they're standing in front of. Full presentation, full demo, full effort. Let the credit app decide, not your assumptions. The worst thing you can do is lose a deal you never gave yourself a chance to make.","says ""I'd show them something more affordable"" | doesn't identify pre-qualifying as the trap | judges buying ability by appearance","quiz","product_knowledge","1","fact_heavy","true"
"078","Your customer brought their teenager along. The kid is clearly excited but the parent is hesitant. How do you handle both?","USE THE KID'S EXCITEMENT AS YOUR ALLY","The kid's excitement is your best closing tool -- don't suppress it. Let the teenager handle the emotional selling while you pitch the parent on value: safety, insurance cost, reliability, resale. If the kid is sold, the parent fights two battles -- yours and their child's enthusiasm. Hard combination to beat. Just never talk speed or performance to a parent buying for a new driver.","ignores the teenager entirely | sells only to the kid and loses the parent | talks about performance/speed to the parent of a new driver","quiz","product_knowledge","2","fact_heavy","true"
"079","A customer tells you they already bought from your competitor. What do you say to make sure they come to you next time?","CONGRATULATE THEN PLANT THE SEED. Never show disappointment. Congrats on the car. Ask to stay in touch. Get contact info. They're a confirmed active buyer -- stay top of mind.","Congrats on the new car -- hope you love it. When the time comes for the next one, I'd love the chance to earn your business. Mind if I stay in touch?","shows frustration | criticizes their choice | doesn't ask to stay in contact for the future","quiz","product_knowledge","1","fact_heavy","false"
"080","A service customer says 'Don't waste time with me, they're just changing my oil.' What do you do?","CONNECT WITHOUT SELLING","No sales pitch -- I promise. Just saying hi to the people who keep us in business. How long have you had yours? ... Been treating you well? ... You know, if you ever get curious what it's worth in this market, I can have a number for you in two minutes while they finish the oil change. No strings. And if you know anyone looking -- friend, family, coworker -- send them my way. I take care of referrals. Here's my card.","ignores the service customer | launches into a pitch after they said don't sell | doesn't attempt any conversation","quiz","closing_technique","1","hybrid","true"
"081","I need to think about it. This is a huge purchase and I don't want to rush into something I'll regret.","VALIDATE THEN ADVANCE. Acknowledge the weight of the decision. Offer real figures on paper so they evaluate concrete numbers at home instead of vague estimates. Move to a written proposal.","Would it help if I put together the exact breakdown so you have real numbers to look at tonight? That way you're evaluating facts, not guessing.","says ""take your time"" | doesn't offer a proposal | accepts the stall without moving the conversation forward","objection","closing_technique","1","hybrid","false"
"082","I'll get back to you. I just need a few days.","PROBE WITH ONE HONEST QUESTION","Absolutely -- take the time you need. But before you go, one honest question: what's creating the hesitation? Is it the car itself, or something in the numbers? And then -- this is the hard part -- stop talking. Wait. The real objection almost always comes out in the silence after that question. Whatever you do, don't fill the gap.","says ""sounds good, call me anytime"" | fills the silence with more talking | doesn't ask what's behind the delay","objection","closing_technique","1","hybrid","true"
"083","I never buy anything the same day I look at it. That's just my rule.","RESPECT then TEST THE RULE","That rule has probably saved you a lot of money over the years -- I respect it. But let me ask you something: has there ever been a deal so good that you regretted NOT breaking the rule? Because if I can put something in front of you right now that you'd kick yourself for losing to the next person who walks in -- is the rule worth more than the deal? If the answer is still no, I'll get you a written proposal that makes every other dealer's number look weak.","pressures past the rule | surrenders immediately | argues that rules should be broken","objection","closing_technique","1","hybrid","true"
"084","We love everything about it. We're going to go grab dinner and talk it over. We'll call you tonight.","SECURE BEFORE THEY LEAVE","I'm glad you love it -- that's great. Before you head out, let me do two things real quick. First, I'll put the complete numbers in writing so you have real figures to talk about over dinner, not estimates. Second, let me put a small refundable hold on it so nobody else takes it while you're deciding. If you call tonight and say no, you get every penny back. That way dinner is about whether to keep a deal you've already locked in -- not whether to start over tomorrow.","says ""sounds good, call me tonight"" with no commitment device | doesn't offer a written proposal | doesn't mention the vehicle could sell","objection","closing_technique","2","hybrid","true"
"085","I'm just gathering information right now. Not buying today.","LEVERAGE THE RESEARCH MINDSET. Validate their preparation. Position your written proposal as the ultimate research tool -- a solid baseline to judge every other deal against. You become the standard.","Since you're comparing, let me put our best numbers in writing. That gives you a solid baseline to judge every other deal against. If nobody beats it, you know where to come back.","dismisses them as a waste of time | says ""come back when you're ready"" | doesn't offer written numbers as a comparison tool","objection","closing_technique","1","hybrid","false"
"086","The price is too high. I can't justify spending that much on a car.","SPLIT PRICE FROM COST","I understand that feeling -- nobody likes writing a big number. But let me reframe this: a $30K car that costs you $300 a month in gas, repairs, and maintenance is actually MORE expensive than a $35K car that costs you $100 a month. You don't live with the price -- you live with the cost. The price hits you once. The cost hits you every single month for five years. Let me show you what this car actually costs to own compared to the cheaper alternative.","immediately offers a discount | agrees the price is high | doesn't separate one-time price from ongoing cost","objection","objection_handling","1","hybrid","true"
"087","I saw a cheaper one at the dealership down the road. Same car, same year.","SHIFT FROM PRICE TO VALUE. Ask what they're shopping for -- lowest tag or best overall deal? Differentiate on what's behind your number: inspection, reconditioning, warranty, fee transparency.","Same year, but same condition? Let me ask -- are you shopping for the lowest sticker price, or the best overall deal? Our price includes the inspection and reconditioning theirs might not.","matches blindly without asking questions | trash-talks the other dealer | says ""buy it there then""","objection","objection_handling","1","hybrid","false"
"088","Is that really your best price? I feel like there's more room.","HOLD AND REDIRECT","This is our best price -- and here's why I'm confident saying that. It's market-based, set to be competitive from day one. We don't start high and play games. What you see is the real number. Now -- does the deal work for what you're getting, or is there a specific number that would make this happen for you today? Because if you have a figure in mind, let's talk about it.","caves immediately | says ""let me check with my manager"" without attempting to hold | can't explain the pricing methodology","objection","objection_handling","1","hybrid","true"
"089","Just email me your best price. I don't want to come in until I know the numbers.","KEEP THEM IN PERSON. Best deal requires evaluating trade, financing, and confirming the vehicle -- none of which works by email. Offer a fast, specific visit with a complete written proposal.","I can have everything ready for a 15-minute appointment -- you'll walk out with a complete written proposal. When works better for you, today or tomorrow?","emails a price that gets shopped to five dealers | says ""I can't give numbers by email"" without offering value in visiting | doesn't set a specific appointment","objection","objection_handling","1","hybrid","false"
"090","I'll wait until prices come down. The market has to correct eventually.","NET POSITION ARGUMENT","I hear that a lot -- and here's what most people don't think about. Vehicle prices and trade-in values move in the same direction. If the market drops 10%, your trade-in drops 10% too -- so the net cost of switching stays roughly the same. But right now, your current car is at its highest value. Every month you wait, that value drops whether you buy or not. You're not saving money by waiting -- you're losing equity. Want me to show you the numbers?","agrees they should wait | has no counter to the market correction argument | doesn't connect trade values to vehicle prices","objection","objection_handling","2","hybrid","true"
"091","I need my payment to be $300 a month. That's all I can do. Your numbers are way over that.","EXPAND THE FRAME. Accept $300 target. Widen the lens: what do they spend now on gas, repairs, maintenance? Real question isn't the payment -- it's total monthly transportation cost.","$300 is the target -- got it. Quick question: what are you spending right now on gas, repairs, and maintenance? When you add it all up, your real transportation cost might already be past $300.","says ""we can't hit $300"" flat | stretches to 84 months without discussion | doesn't ask about current total transportation cost","objection","financing","2","rapport_heavy","false"
"092","Interest rates are ridiculous right now. I'm not financing at these rates.","SEPARATE THE TEMPORARY FROM THE PERMANENT","I hear you -- rates aren't where anyone wants them right now. But here's the thing most people miss: the rate is temporary, the price is permanent. You can refinance the rate in 6 to 12 months when the market shifts -- most credit unions will do it for free. But the purchase price? That's locked the second you sign. So the smart play is: lock in the right car at the right price now, fix the rate later. One you can change, the other you can't.","agrees rates are bad and lets them walk | can't articulate why price matters more than rate | doesn't mention refinancing","objection","financing","2","hybrid","true"
"093","Zero down financing — that's what the ad said. Now you're telling me I need $2,000 down?","CLARIFY THEN REFRAME AS CHOICE","You're right -- zero-down programs do exist, and we absolutely have them. Whether you qualify depends on credit and the specific vehicle. Let me run it both ways right now: what it looks like at zero down, and what it looks like with a small amount down. Because even $1,000 down can drop your payment significantly and put you in instant equity. I'm not telling you to put money down -- I'm showing you both options so you can pick the one that works best for you.","demands a specific amount | blames the ad department | accepts zero without showing the payment impact | can't explain qualification requirements","objection","financing","1","hybrid","true"
"094","I need to check with my bank first before I commit to your financing.","WELCOME THE COMPETITION. Encourage them to check their bank. Explain your edge: submit to dozens of lenders simultaneously with volume pricing. Offer a head-to-head comparison right now.","Let me run the numbers through our system right now. If your bank beats us, use them -- I'll shake your hand. But we submit to 30+ lenders and our volume unlocks rates most branches can't.","says ""okay, let me know what your bank says"" | positions it as either/or | can't explain the multi-lender advantage","objection","financing","1","hybrid","false"
"095","KBB says my trade is worth $12,000 but you're only offering $8,500. That's insulting.","EXPLAIN THE GAP TRANSPARENTLY","I understand why that feels like a big gap -- let me explain where the difference comes from. KBB's retail number assumes the car is fully reconditioned and dealer-ready. Our offer reflects current as-is condition. Let me walk you through the specifics: it needs [tires/mechanical/detailing] to reach that retail number, and that work costs money. Our $8,500 is top market value for where it sits today. Let me show you the breakdown so you can see exactly how we got there.","argues with KBB | bumps the number without justification | says ""that's what it's worth, take it or leave it""","objection","objection_handling","2","hybrid","true"
"096","I'm not trading it in. I'll sell it private party on Facebook and get more money.","RUN THE NET COMPARISON. Acknowledge higher asking price private party. Then subtract: forfeited tax credit, weeks of no-shows, liability, strangers at their home. Net it out -- trade often wins.","You might get a higher asking price. But after the tax credit you lose, weeks of flaky buyers, and the liability -- most people net out better trading in. Want me to run both scenarios?","says ""good luck with that"" | doesn't mention the tax credit | argues without running the net comparison","objection","objection_handling","2","hybrid","false"
"097","Can you just tell me what my car is worth over the phone? I don't want to come in for nothing.","CREATE A REASON TO VISIT","I get it -- you want to make sure it's worth the trip. Here's why I can't give you an accurate number without seeing it: online estimates miss condition details that can swing the value by $1,000 or more. A quick 2-minute look in person is the only way to get the real number. And right now we're actively buying inventory because auction prices are up -- so our in-person numbers are running higher than what you'd see online. When can you swing by?","guesses a number over the phone | says ""I can't do that"" without giving a reason to come in | doesn't create any urgency around the in-person appraisal","objection","objection_handling","1","hybrid","true"
"098","I love it, but I need to show it to my wife first. She'll kill me if I buy without her.","STRUCTURE FIRST, PRESENT SECOND. Respect the partnership. Ask what the deal needs to look like. Get numbers locked into a written proposal. Offer to include spouse by phone or video now.","I totally get it. What did you two discuss about what the deal needs to look like? Let me lock that in now so you're bringing home a finished package to approve, not starting from scratch.","says ""bring her in whenever"" with no deal framework | doesn't attempt to structure anything | dismisses the spouse's role","objection","closing_technique","2","rapport_heavy","false"
"099","I want to show it to my dad before I decide. He knows cars better than I do.","EMPOWER THE BUYER","I respect that -- dad's opinion matters. But here's the thing: you're the one who drove it, you're the one who loved it, and you're the one writing the check. Let's get the numbers locked in where YOU'RE happy, so when dad sees it, he's looking at the deal you put together -- not starting the process over. If he has questions, give him my number and I'll walk him through everything. Want to get the numbers on paper right now?","defers entirely to dad | doesn't structure anything before they leave | says ""bring him in"" without urgency or a deal framework","objection","closing_technique","2","hybrid","true"
"100","I want to shop around and look at other dealerships first. I'm not ready to commit here.","ISOLATE WITH A HYPOTHETICAL","I want you to get the best deal out there -- go see everyone. But before you leave, answer one question for me: if you'd already been to every dealer in town and this was your last stop, would you buy this car at this price? If the answer is yes, then what you're really looking for out there isn't a better deal -- it's permission to say yes. I can give you that right now. If the answer is no, tell me what's missing and let me fix it before you go.","says ""come back when you're ready"" | doesn't isolate the real concern | tries to hard-close against their stated plan","objection","competitive_positioning","2","hybrid","true"
"101","I'm not test driving it. I already know what I want. Just show me the numbers.","FRAME THE DEMO AS THEIR PROTECTION","I respect that -- you know what you want. But let me throw this out there: a quick spin around the block isn't about selling you, it's about protecting you. Every individual car drives a little differently. If we lock in the numbers and something about this one doesn't feel right behind the wheel, we're both starting over. Five minutes now saves us both a headache later. Quick loop, then straight to numbers?","skips the demo entirely | forces a 30-minute demo they didn't want | says ""you have to drive it"" without explaining why it's in their interest","objection","objection_handling","1","hybrid","true"
"102","I don't want to sign anything today. I just want to look.","SEPARATE PAPER FROM COMMITMENT. Zero obligation. Offer numbers as an information tool. Getting figures in front of them advances the conversation without violating their boundary.","No signatures, no commitment. Let's just see what the numbers look like on paper so you can make an informed decision on your own schedule. If it makes sense, great. If not, you have real data.","pressures for a signature | disengages completely | can't distinguish a proposal from a binding contract","objection","objection_handling","1","hybrid","false"
"103","I don't want any of the dealer add-ons. No tint, no protection, no extended warranty. Just the car.","BUILD VALUE WITHOUT PUSHING. Don't argue. Reframe as a future money conversation: protection products increase trade-in value and eliminate surprise repairs. Present once, clearly, let them decide.","Just wanted to make sure you had the full picture -- protection runs about $15 a month and increases your trade-in value down the road. Completely your call, I won't bring it up again.","pushes after they said no | drops everything without mentioning the value | can't connect add-ons to resale or long-term cost","objection","objection_handling","2","hybrid","false"
"104","The miles are too high on this one. I don't want something with that kind of wear on it.","REFRAME AS FINANCIAL ADVANTAGE","I understand the concern -- let me show you why those miles are actually working in your favor. The steepest depreciation already happened -- the previous owner absorbed that hit. This car is now in the slow-depreciation zone, which means you'll hold more equity when it's time to trade. The price difference between this and a comparable lower-mile one? That gap is money that stays in your pocket. Let me show you both numbers so you can see what those miles are actually saving you.","agrees the miles are too high | switches to an expensive low-mile unit without explaining the value difference | can't articulate the depreciation advantage","objection","product_knowledge","2","hybrid","true"
"105","What's my payment going to be? Just give me a number before I drive all the way out there.","BUILD CONFIDENCE WITHOUT QUOTING BLIND","I get it -- you want to know it's worth the trip. Here's why I don't want to throw a number out blind: a payment depends on your credit, your trade, and the term you want. If I guess high, you think it's too expensive. If I guess low, you're disappointed when we sit down. Neither helps you. What I can do is have everything ready for a 15-minute visit -- you'll walk out with the real number. What time works for you today?","quotes a payment over the phone | says ""I can't tell you that"" without a reason to visit | doesn't set a specific appointment time","objection","closing_technique","1","hybrid","true"
"106","""What's your best price on this one?"" (First message, internet lead)","METHODOLOGY THEN APPOINTMENT. Explain how you price (market-based, real-time, competitive from day one), not the number. Online price is real. Pivot to appointment for total deal.","Every vehicle is priced using real-time market data -- the online price is the real price. The best total deal also depends on your trade and financing. When can you come take a look?","emails a bottom-line number | says ""come in and we'll talk"" without explaining the pricing approach | doesn't ask for a specific appointment","objection","closing_technique","1","hybrid","false"
"107","We figured out our budget at home and this car is above what we planned to spend.","QUESTION THE BUDGET FRAME. Ask how they built it -- sticker price only, or total monthly transportation cost? Factor in gas, maintenance, repairs. The gap between budget and new car shrinks.","When you set that budget, did you include what you spend monthly on gas, maintenance, and repairs? The real cost of driving this might be closer to your target than the sticker suggests.","immediately shows a cheaper car | accepts the budget as fixed without exploring what's in it | says ""that's all we have in that price range""","objection","financing","1","hybrid","false"
"108","I don't want to settle. This isn't exactly what I was looking for — wrong color, missing a couple features.","REFRAME TIMING AS VALUE","I hear you -- you shouldn't have to settle. But let me give you the full picture: inventory is tighter than it's been in years. This one checks most of your boxes at a strong price today. Waiting typically means fewer choices at higher prices as inventory shifts. So the question is -- do the things it has outweigh the things it's missing? Because the next match might cost more and have fewer of the features you actually want. Want to make a pros-and-cons list on what's in front of you?","factory-orders without attempting to close on what's available | agrees they should wait | doesn't connect delay to higher cost and fewer options","objection","product_knowledge","2","hybrid","true"
"109","We're just looking. Don't try to sell us anything.","FULL DISARM. Remove all sales pressure. Walk with them, answer questions only if asked. Build rapport through low-pressure conversation. The sale comes from trust, not a pitch.","That works for me -- no selling, just answering questions. I'll walk with you and if something catches your eye, I'll tell you about it. If not, at least you know where we are.","ignores the request and pitches | disappears entirely | says ""I'm not trying to sell you"" defensively","roleplay","closing_technique","1","hybrid","false"
"110","We never buy on our first stop. We always visit at least three places.","RESPECT THEN SEED. Honor their process. Test with one question: if everything was exactly right, would they break the rule? If no, put a written proposal in their hands as the benchmark.","I respect that. But if everything here was exactly right -- the car, the numbers, the whole experience -- would you be open to breaking that rule just this once?","accepts the rule and waits passively | pressures them to buy against their process | doesn't send them off with a written proposal as comparison ammunition","objection","closing_technique","1","hybrid","false"
"111","I don't make decisions the same day I look at something. That's just how I operate.","RESPECT THEN REFRAME. Honor the rule, then shift the frame from timing to opportunity. Get numbers on paper so they know what they'd be walking away from. Convert timing objection to value evaluation.","I get that -- but if the car, the numbers, and the whole package came together perfectly today, would it make sense to put it off just because of the calendar?","accepts the rule and disengages | pressures them to break their rule | doesn't offer a written proposal","objection","closing_technique","1","hybrid","false"
"112","I'm not test driving it. I just want to see the numbers.","REFRAME AS RISK MANAGEMENT. The demo protects the customer from committing money to a vehicle they haven't felt. Every car drives differently. A quick 5-minute drive ensures they love it.","If the numbers look perfect on paper but the car doesn't feel right behind the wheel, we've both wasted our time. A quick 5-minute drive makes sure you're investing in something you actually love.","skips the demo entirely | forces a 30-minute demo | says ""you have to drive it"" without explaining the benefit to them","objection","objection_handling","1","hybrid","false"
"113","I want to sell my car myself on Facebook Marketplace. I'll get more for it.","NET IT OUT. Acknowledge higher asking price potential. Subtract hidden costs: forfeited tax credit, weeks of flaky buyers, liability, strangers at home. Net comparison often favors trading in.","You might get a higher asking price on Facebook. But after the tax credit you lose, the flaky buyers, and the liability -- most people net out better trading in. Want me to run both?","says ""good luck with that"" | doesn't mention the tax credit | argues without running the net comparison","objection","objection_handling","2","hybrid","false"
"114","""I want to think about it."" (Said while looking at the numbers on paper)","NARROW TO THE PAGE","I hear you. But you clearly love the car -- so it's probably not that. Something on this page is giving you pause. Is it the price, the payment, or the trade number? Tell me which one and let me see what I can do. Because if I can fix the thing that's bothering you right now, there's no reason to go home and think about a number that's already going to change.","accepts generic ""think about it"" when numbers are on the table | doesn't narrow to a specific concern | starts discounting everything at once","objection","closing_technique","2","hybrid","true"
"115","I want my exact payoff amount for my trade. Not a dollar less.","SEPARATE OWE FROM WORTH","I understand that feeling. Let me ask you something: if you owed zero on your trade right now, would you accept zero for it? Of course not -- you'd want what it's worth on the open market. What you owe on a loan and what the car is worth are two completely separate numbers. We're paying you full market value for the vehicle -- that doesn't change based on your loan balance. Let me show you the comps so you can see exactly where the market puts it.","agrees to match payoff regardless of value | can't explain the difference between payoff and market value | argues without the thought exercise","objection","objection_handling","2","hybrid","true"
"116","Can I get a better deal if I come in? I need to know before I drive out there.","REDIRECT FROM PHONE TO LOT. Don't negotiate over the phone -- you lose every time. The best deal requires seeing, driving, and putting everything on the table. Set a specific appointment.","I want to earn your business, but lowering the price on a car you haven't seen or driven doesn't serve either of us. Come take a quick spin and I'll put together the strongest deal I can.","starts negotiating over the phone | says ""I can't give you a deal over the phone"" without offering a reason to visit | doesn't set a specific appointment","objection","closing_technique","1","hybrid","false"
"117","We're going to wait until prices come down.","SCARCITY PLUS NET POSITION. Two-part counter: inventory is tight and this vehicle fits now. Even if prices drop, trade value drops in lockstep. Net cost of switching doesn't improve by waiting.","The best match at the best price is the one in front of you today. Even if prices drop, your trade drops too -- the net cost of switching stays the same, but the selection gets worse.","agrees they should wait | only addresses price without mentioning trade-in value | can't articulate why the net position doesn't improve","objection","objection_handling","2","hybrid","false"
"118","My payment right now is $250. You're showing me almost $600. That's insane.","EXPAND THE PAYMENT PICTURE","I get the sticker shock. But let me show you what $250 really costs you. Your $250 payment plus gas on an older car, plus the oil change you're overdue for, plus the brake job coming in six months, plus the deductible when something fails -- you're already at $500 to $550 and you don't even realize it. The difference between $550 in random bills and $600 in one predictable payment? That's $50 a month for a car that doesn't surprise you. Want me to run your actual numbers?","says ""that's the best payment"" | stretches to 84 months without discussing the tradeoff | doesn't ask about current total transportation cost","objection","financing","2","rapport_heavy","true"
"119","I have bad credit. I already know you're going to charge me a ridiculous rate.","REFRAME FROM PAST TO FUTURE","I'm not going to sugarcoat it -- but I'm also not going to make you feel bad about it. Here's what matters: this isn't about your past. We work with lenders that report to all three credit bureaus, so every on-time payment rebuilds your score. In 12 to 18 months, you can refinance at a better rate. Today we're solving two problems at once: getting you into reliable transportation and starting the process of fixing your credit for good. Let me see what we can do.","confirms their fear about high rates | pulls up their credit score and discusses it | can't explain how the purchase rebuilds credit","objection","financing","2","rapport_heavy","true"
"120","I don't want a co-signer. I want to do this completely on my own.","RESPECT INDEPENDENCE then REFRAME AS STRATEGY","I respect that -- wanting to do it on your own says a lot about you. But hear me out: a co-signer isn't a permanent thing. For this one deal, a co-signer could drop your payment by $100 or more a month and put you in a way better position to build your credit. In 12 months, you refinance solo with a stronger score and the co-signer comes off. It's not a crutch -- it's a one-year shortcut to getting exactly where you want to be on your own. Just something to consider.","forces the co-signer | gives up and says ""we can't get you approved alone"" | doesn't explain the temporary nature","objection","financing","2","hybrid","true"
"121","I want to look at one more dealership before I decide.","HYPOTHETICAL ISOLATION. Agree they should compare. Test: if this was your last stop, what would decide it -- the car or the deal? The answer reveals the real barrier to solve.","If you'd already visited every other dealer and this was your last stop, what would be the deciding factor -- the car itself or the deal? Let me solve whichever one it is.","says ""okay, come back after"" | doesn't isolate the real concern | tries to hard-close against their stated plan","objection","competitive_positioning","2","hybrid","false"
